goal	rule	score
ancestor(rhaegar_targaryen, X)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(robert_baratheon, _EX1)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(daenerys_targaryen, Z12)	parent(daenerys_targaryen, tywin_lannister)	0
parent(margaery_tyrell, Z6)	parent(margaery_tyrell, unknown_mother_greyjoy)	0
ancestor(brandon_stark, robert_baratheon)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(joffery_lannister, Z4)	parent(joffery_lannister, mace_tyrell)	0
parent(aeron_greyjoy, Z6)	parent(aeron_greyjoy, elia_martell)	0
parent(joffery_lannister, Z3)	parent(joffery_lannister, aegon_v_targaryen)	0
parent(euron_greyjoy, Z11)	parent(euron_greyjoy, unknown_father_greyjoy)	0
parent(benjen_stark, Z10)	parent(benjen_stark, aerys_targaryen)	0
parent(tommen_lannister, Z3)	parent(tommen_lannister, alannys_harlaw)	0
parent(tyene_sand, Z10)	parent(tyene_sand, cersei_lannister)	0
parent(mace_tyrell, Z7)	parent(mace_tyrell, lyanna_stark)	0
parent(renly_baratheon, Z4)	parent(renly_baratheon, eddard_stark)	0
ancestor(mace_tyrell, joffery_lannister)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(daeron_targaryen, joffery_lannister)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(aerys_targaryen, Z3)	parent(aerys_targaryen, alerie_hightower)	0
parent(nymeria_sand, Z2)	parent(nymeria_sand, alerie_hightower)	0
parent(maron_greyjoy, Z10)	parent(maron_greyjoy, unknown_mother_targaryen)	0
parent(margaery_tyrell, Z4)	parent(margaery_tyrell, alannys_harlaw)	0
parent(kevan_lannister, Z3)	parent(kevan_lannister, kevan_lannister)	0
parent(aegon_targaryen, Z2)	parent(aegon_targaryen, unknown_mother_lannister)	0
ancestor(brandon_stark, _EX3)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(shireen_baratheon, maron_greyjoy)	ancestor(X, Y) :- parent(X, Y)	0
parent(rhaenys_targaryen, Z8)	parent(rhaenys_targaryen, alerie_hightower)	0
parent(willem_lannister, Z4)	parent(willem_lannister, stannis_baratheon)	0
parent(joffery_lannister, Z4)	parent(joffery_lannister, doran_martell)	0
parent(tyene_sand, Z10)	parent(tyene_sand, kevan_lannister)	0
ancestor(loras_tyrell, _EX4)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(Y, Z1)	parent(Y, unknown_father_greyjoy)	0
parent(lancel_lannister, Z3)	parent(lancel_lannister, unknown_mother_martell)	0
ancestor(lyanna_stark, cersei_lannister)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(margaery_tyrell, Z8)	parent(margaery_tyrell, rhaegar_targaryen)	0
parent(benjen_stark, Z12)	parent(benjen_stark, rickard_stark)	0
parent(jon_snow, Z12)	parent(jon_snow, catelyn_stark)	0
parent(rhaegar_targaryen, tytos_lannister)	parent(rhaegar_targaryen, tytos_lannister)	0
parent(bran_stark, Z11)	parent(bran_stark, stannis_baratheon)	0
parent(bran_stark, Z3)	parent(bran_stark, lewyn_martell)	0
parent(arya_stark, unknown_mother_targaryen)	parent(arya_stark, unknown_mother_targaryen)	0
parent(Y0, X0)	parent(unknown_mother_sand_2, cassana_estermont)	0
parent(willem_lannister, Z10)	parent(willem_lannister, selyse_baratheon)	0
parent(tyene_sand, Z3)	parent(tyene_sand, stannis_baratheon)	0
parent(tommen_lannister, Z11)	parent(tommen_lannister, mace_tyrell)	0
parent(rodrick_greyjoy, Z4)	parent(rodrick_greyjoy, mace_tyrell)	0
parent(Z2, Z3)	parent(Z2, unknown_mother_sand_3)	0
parent(mace_tyrell, Z11)	parent(mace_tyrell, rhaegar_targaryen)	0
parent(jaime_lannister, Z9)	parent(jaime_lannister, unknown_father_greyjoy)	0
parent(rodrick_greyjoy, Z11)	parent(rodrick_greyjoy, aegon_v_targaryen)	0
parent(lyanna_stark, Z10)	parent(lyanna_stark, mellario_of_norvos)	0
parent(Z9, Z10)	parent(Z9, elia_martell)	0
parent(martyn_lannister, Z12)	parent(martyn_lannister, unknown_mother_greyjoy)	0
ancestor(ella_martell, arya_stark)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(kevan_lannister, Z3)	parent(kevan_lannister, unknown_mother_greyjoy)	0
parent(jon_snow, Z2)	parent(jon_snow, unknown_mother_greyjoy)	0
parent(rhaella_targaryen, Z4)	parent(rhaella_targaryen, unknown_mother_stark)	0
parent(stannis_baratheon, Z3)	parent(stannis_baratheon, ellaria_sand)	0
parent(rhaella_targaryen, Z4)	parent(rhaella_targaryen, cassana_estermont)	0
parent(brandon_stark, Z11)	parent(brandon_stark, mellario_of_norvos)	0
parent(joffery_lannister, Z12)	parent(joffery_lannister, unknown_mother_sand_2)	0
parent(doran_martell, Z11)	parent(doran_martell, eddard_stark)	0
parent(eddard_stark, Z12)	parent(eddard_stark, catelyn_stark)	0
parent(martyn_lannister, Z2)	parent(martyn_lannister, steffon_baratheon)	0
parent(martyn_lannister, Z2)	parent(martyn_lannister, jaime_lannister)	0
parent(loras_tyrell, Z10)	parent(loras_tyrell, luthor_tyrell)	0
parent(robb_stark, Z10)	parent(robb_stark, unknown_mother_sand_3)	0
parent(oberyn_martell, Z10)	parent(oberyn_martell, olenna_tyrell)	0
parent(daenerys_targaryen, Z10)	parent(daenerys_targaryen, tytos_lannister)	0
parent(_EX1, Z0)	parent(_EX1, olenna_tyrell)	0
parent(eddard_stark, Z4)	parent(eddard_stark, doran_martell)	0
ancestor(tommen_lannister, obara_sand)	ancestor(X, Y) :- parent(X, Y)	0
parent(doran_martell, Z11)	parent(doran_martell, cassana_estermont)	0
parent(stannis_baratheon, Z2)	parent(stannis_baratheon, unknown_mother_sand_1)	0
parent(tywin_lannister, Z3)	parent(tywin_lannister, unknown_mother_stark)	0
parent(jon_snow, Z12)	parent(jon_snow, alannys_harlaw)	0
ancestor(bran_stark, cersei_lannister)	ancestor(X, Y) :- parent(X, Y)	0
parent(daeron_targaryen, Z10)	parent(daeron_targaryen, rhaegar_targaryen)	0
parent(duncan_targaryen, Z11)	parent(duncan_targaryen, aerys_targaryen)	0
parent(lyanna_stark, Z9)	parent(lyanna_stark, rhaella_targaryen)	0
parent(willem_lannister, Z12)	parent(willem_lannister, aegon_v_targaryen)	0
parent(mace_tyrell, Z7)	parent(mace_tyrell, eddard_stark)	0
parent(maron_greyjoy, Z3)	parent(maron_greyjoy, jaime_lannister)	0
ancestor(jon_snow, lyanna_stark)	ancestor(X, Y) :- parent(X, Y)	0
parent(stannis_baratheon, Z10)	parent(stannis_baratheon, unknown_mother_lannister)	0
parent(aeron_greyjoy, Z4)	parent(aeron_greyjoy, alerie_hightower)	0
parent(stannis_baratheon, Z11)	parent(stannis_baratheon, balon_greyjoy)	0
parent(loras_tyrell, Z3)	parent(loras_tyrell, unknown_father_greyjoy)	0
parent(gendry, Z12)	parent(gendry, unknown_father_greyjoy)	0
parent(robert_baratheon, Z3)	parent(robert_baratheon, lyanna_stark)	0
parent(unknown_mother_greyjoy, Z0)	parent(unknown_mother_greyjoy, unknown_mother_greyjoy)	0
parent(balon_greyjoy, Z12)	parent(balon_greyjoy, aegon_v_targaryen)	0
parent(_EX0, Z0)	parent(_EX0, unknown_mother_stark)	0
parent(duncan_targaryen, Z4)	parent(duncan_targaryen, unknown_mother_sand_1)	0
parent(duncan_targaryen, Z4)	parent(duncan_targaryen, stannis_baratheon)	0
parent(tommen_lannister, Z11)	parent(tommen_lannister, aegon_v_targaryen)	0
parent(lyanna_stark, Z3)	parent(lyanna_stark, alannys_harlaw)	0
parent(euron_greyjoy, Z11)	parent(euron_greyjoy, unknown_mother_martell)	0
parent(robb_stark, Z4)	parent(robb_stark, mellario_of_norvos)	0
parent(aegon_targaryen, Z4)	parent(aegon_targaryen, unknown_father_greyjoy)	0
parent(trystane_martell, Z3)	parent(trystane_martell, unknown_mother_sand_1)	0
parent(shireen_baratheon, Z12)	parent(shireen_baratheon, elia_martell)	0
parent(eddard_stark, Z2)	parent(eddard_stark, catelyn_stark)	0
parent(arya_stark, rickard_stark)	parent(arya_stark, rickard_stark)	0
parent(nymeria_sand, Z2)	parent(nymeria_sand, oberyn_martell)	0
parent(lyanna_stark, Z10)	parent(lyanna_stark, unknown_mother_lannister)	0
parent(trystane_martell, Z12)	parent(trystane_martell, eddard_stark)	0
ancestor(euron_greyjoy, _EX3)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(aegon_targaryen, aegon_targaryen)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(nymeria_sand, Z2)	parent(nymeria_sand, aegon_v_targaryen)	0
parent(four_unknown_martells, Z4)	parent(four_unknown_martells, aegon_v_targaryen)	0
parent(rhaegar_targaryen, Z3)	parent(rhaegar_targaryen, balon_greyjoy)	0
ancestor(daeron_targaryen, lyanna_stark)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(mace_tyrell, Z4)	parent(mace_tyrell, jaime_lannister)	0
parent(aegon_targaryen, Z11)	parent(aegon_targaryen, rhaella_targaryen)	0
parent(rickon_stark, Z12)	parent(rickon_stark, lewyn_martell)	0
parent(eddard_stark, Z11)	parent(eddard_stark, aegon_v_targaryen)	0
parent(loras_tyrell, Z12)	parent(loras_tyrell, unknown_mother_sand_2)	0
parent(robb_stark, Z3)	parent(robb_stark, alannys_harlaw)	0
parent(benjen_stark, Z12)	parent(benjen_stark, stannis_baratheon)	0
parent(ella_martell, Z11)	parent(ella_martell, unknown_mother_lannister)	0
parent(Z6, Z7)	parent(Z6, unknown_mother_sand_3)	0
parent(trystane_martell, Z3)	parent(trystane_martell, unknown_mother_stark)	0
parent(nymeria_sand, Z11)	parent(nymeria_sand, unknown_mother_martell)	0
parent(bran_stark, Z3)	parent(bran_stark, olenna_tyrell)	0
parent(mace_tyrell, Z3)	parent(mace_tyrell, ellaria_sand)	0
parent(margaery_tyrell, Z12)	parent(margaery_tyrell, jaime_lannister)	0
parent(gendry, Z12)	parent(gendry, stannis_baratheon)	0
parent(maron_greyjoy, Z11)	parent(maron_greyjoy, tytos_lannister)	0
parent(benjen_stark, Z2)	parent(benjen_stark, rickard_stark)	0
parent(Z9, Z10)	parent(Z9, unknown_mother_targaryen)	0
parent(tywin_lannister, Z12)	parent(tywin_lannister, selyse_baratheon)	0
parent(theon_greyjoy, Z4)	parent(theon_greyjoy, tytos_lannister)	0
parent(tyrion_lannister, Z11)	parent(tyrion_lannister, selyse_baratheon)	0
parent(balon_greyjoy, Z3)	parent(balon_greyjoy, rhaegar_targaryen)	0
parent(tyene_sand, Z11)	parent(tyene_sand, aerys_targaryen)	0
parent(maron_greyjoy, Z10)	parent(maron_greyjoy, doran_martell)	0
ancestor(aerys_targaryen, aegon_targaryen)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(renly_baratheon, Z12)	parent(renly_baratheon, ellaria_sand)	0
parent(mace_tyrell, Z10)	parent(mace_tyrell, unknown_mother_stark)	0
parent(stannis_baratheon, Z2)	parent(stannis_baratheon, unknown_mother_martell)	0
ancestor(tyrion_lannister, _EX5)	ancestor(X, Y) :- parent(X, Y)	0
parent(joffery_lannister, lewyn_martell)	parent(joffery_lannister, lewyn_martell)	0
parent(doran_martell, Z3)	parent(doran_martell, aegon_v_targaryen)	0
ancestor(maron_greyjoy, _EX4)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(tywin_lannister, Z4)	parent(tywin_lannister, unknown_mother_martell)	0
parent(balon_greyjoy, Z12)	parent(balon_greyjoy, tywin_lannister)	0
parent(rodrick_greyjoy, Z8)	parent(rodrick_greyjoy, rickard_stark)	0
parent(ella_martell, Z11)	parent(ella_martell, alerie_hightower)	0
parent(mace_tyrell, Z12)	parent(mace_tyrell, cassana_estermont)	0
parent(yara_greyjoy, Z3)	parent(yara_greyjoy, unknown_father_greyjoy)	0
parent(robb_stark, Z2)	parent(robb_stark, rickard_stark)	0
parent(kevan_lannister, Z8)	parent(kevan_lannister, alerie_hightower)	0
parent(oberyn_martell, rickard_stark)	parent(oberyn_martell, rickard_stark)	0
parent(mace_tyrell, Z7)	parent(mace_tyrell, rickard_stark)	0
parent(_EX1, Z0)	parent(_EX1, elia_martell)	0
parent(tyene_sand, tytos_lannister)	parent(tyene_sand, tytos_lannister)	0
ancestor(aeron_greyjoy, tyrion_lannister)	ancestor(X, Y) :- parent(X, Y)	0
parent(bran_stark, Z10)	parent(bran_stark, alannys_harlaw)	0
parent(jaime_lannister, Z11)	parent(jaime_lannister, robert_baratheon)	0
ancestor(loras_tyrell, Y)	ancestor(X, Y) :- parent(X, Y)	0
parent(willem_lannister, Z12)	parent(willem_lannister, cassana_estermont)	0
parent(eddard_stark, Z10)	parent(eddard_stark, aerys_targaryen)	0
parent(loras_tyrell, Z3)	parent(loras_tyrell, joanna_lannister)	0
parent(ella_martell, Z12)	parent(ella_martell, jaime_lannister)	0
parent(shireen_baratheon, Z4)	parent(shireen_baratheon, aegon_v_targaryen)	0
parent(jon_snow, Z3)	parent(jon_snow, tywin_lannister)	0
parent(rhaenys_targaryen, Z11)	parent(rhaenys_targaryen, mace_tyrell)	0
parent(mace_tyrell, unknown_mother_lannister)	parent(mace_tyrell, unknown_mother_lannister)	0
parent(myrcella_lannister, Z10)	parent(myrcella_lannister, unknown_father_greyjoy)	0
ancestor(sarella_sand, _EX3)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(martyn_lannister, Z4)	parent(martyn_lannister, stannis_baratheon)	0
parent(_EX4, tytos_lannister)	parent(_EX4, tytos_lannister)	0
parent(arya_stark, Z10)	parent(arya_stark, elia_martell)	0
parent(rhaenys_targaryen, Z11)	parent(rhaenys_targaryen, doran_martell)	0
parent(_EX0, Z1)	parent(_EX0, unknown_mother_lannister)	0
parent(robb_stark, Z12)	parent(robb_stark, unknown_mother_sand_2)	0
parent(yara_greyjoy, Z4)	parent(yara_greyjoy, robert_baratheon)	0
parent(margaery_tyrell, Z4)	parent(margaery_tyrell, doran_martell)	0
parent(brandon_stark, Z12)	parent(brandon_stark, unknown_mother_targaryen)	0
parent(shireen_baratheon, Z12)	parent(shireen_baratheon, cersei_lannister)	0
parent(yara_greyjoy, Z3)	parent(yara_greyjoy, unknown_mother_greyjoy)	0
parent(nymeria_sand, Z3)	parent(nymeria_sand, doran_martell)	0
parent(aerys_targaryen, Z2)	parent(aerys_targaryen, alerie_hightower)	0
parent(cersei_lannister, Z11)	parent(cersei_lannister, rhaegar_targaryen)	0
parent(bran_stark, Z11)	parent(bran_stark, oberyn_martell)	0
parent(doran_martell, Z10)	parent(doran_martell, aegon_v_targaryen)	0
parent(aegon_targaryen, Z4)	parent(aegon_targaryen, aerys_targaryen)	0
parent(Y0, X0)	parent(unknown_mother_sand_2, obara_sand)	0
parent(mace_tyrell, Z3)	parent(mace_tyrell, catelyn_stark)	0
ancestor(martyn_lannister, X)	ancestor(X, Y) :- parent(X, Y)	0
parent(Z3, Z4)	parent(Z3, cassana_estermont)	0
parent(maron_greyjoy, Z11)	parent(maron_greyjoy, lewyn_martell)	0
ancestor(renly_baratheon, daeron_targaryen)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(yara_greyjoy, Z12)	parent(yara_greyjoy, mace_tyrell)	0
ancestor(tyrion_lannister, X)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(oberyn_martell, Z2)	parent(oberyn_martell, aegon_v_targaryen)	0
parent(rickon_stark, Z3)	parent(rickon_stark, tywin_lannister)	0
parent(aegon_targaryen, Z8)	parent(aegon_targaryen, alerie_hightower)	0
ancestor(rhaenys_targaryen, maron_greyjoy)	ancestor(X, Y) :- parent(X, Y)	0
parent(rhaegar_targaryen, Z4)	parent(rhaegar_targaryen, oberyn_martell)	0
parent(jon_snow, Z11)	parent(jon_snow, rhaella_targaryen)	0
parent(jaime_lannister, Z11)	parent(jaime_lannister, lyanna_stark)	0
parent(loras_tyrell, Z3)	parent(loras_tyrell, cersei_lannister)	0
parent(gendry, Z11)	parent(gendry, lyanna_stark)	0
parent(daeron_targaryen, Z12)	parent(daeron_targaryen, mace_tyrell)	0
parent(loras_tyrell, Z4)	parent(loras_tyrell, mellario_of_norvos)	0
parent(tytos_lannister, Z1)	parent(tytos_lannister, alerie_hightower)	0
parent(tommen_lannister, Z11)	parent(tommen_lannister, aerys_targaryen)	0
parent(joffery_lannister, Z3)	parent(joffery_lannister, unknown_mother_sand_2)	0
parent(daenerys_targaryen, Z3)	parent(daenerys_targaryen, unknown_mother_sand_2)	0
parent(Z11, Z12)	parent(Z11, unknown_mother_sand_2)	0
parent(myrcella_lannister, Z3)	parent(myrcella_lannister, unknown_mother_stark)	0
parent(myrcella_lannister, Z2)	parent(myrcella_lannister, alannys_harlaw)	0
parent(maron_greyjoy, Z12)	parent(maron_greyjoy, balon_greyjoy)	0
parent(gendry, Z3)	parent(gendry, lyanna_stark)	0
parent(four_unknown_martells, Z12)	parent(four_unknown_martells, unknown_mother_sand_1)	0
parent(maron_greyjoy, Z10)	parent(maron_greyjoy, rhaella_targaryen)	0
parent(robert_baratheon, Z4)	parent(robert_baratheon, rhaegar_targaryen)	0
parent(shireen_baratheon, Z2)	parent(shireen_baratheon, alannys_harlaw)	0
parent(Z1, Z2)	parent(Z1, mellario_of_norvos)	0
parent(Z10, Z11)	parent(Z10, alannys_harlaw)	0
parent(arya_stark, Z8)	parent(arya_stark, rhaella_targaryen)	0
ancestor(four_unknown_martells, Z)	ancestor(X, Y) :- parent(X, Y)	0
parent(benjen_stark, Z11)	parent(benjen_stark, alerie_hightower)	0
parent(mace_tyrell, Z2)	parent(mace_tyrell, elia_martell)	0
parent(Z0, Z1)	parent(Z0, rickard_stark)	0
parent(yara_greyjoy, Z8)	parent(yara_greyjoy, kevan_lannister)	0
ancestor(daeron_targaryen, cersei_lannister)	ancestor(X, Y) :- parent(X, Y)	0
parent(mace_tyrell, Z8)	parent(mace_tyrell, unknown_mother_martell)	0
parent(martyn_lannister, Z4)	parent(martyn_lannister, olenna_tyrell)	0
ancestor(maron_greyjoy, rhaenys_targaryen)	ancestor(X, Y) :- parent(X, Y)	0
parent(martyn_lannister, Z12)	parent(martyn_lannister, unknown_mother_lannister)	0
parent(ella_martell, Z4)	parent(ella_martell, lyanna_stark)	0
parent(lancel_lannister, Z11)	parent(lancel_lannister, olenna_tyrell)	0
parent(sarella_sand, Z10)	parent(sarella_sand, unknown_mother_lannister)	0
parent(shireen_baratheon, Z2)	parent(shireen_baratheon, lewyn_martell)	0
parent(jon_snow, Z9)	parent(jon_snow, mellario_of_norvos)	0
parent(benjen_stark, Z3)	parent(benjen_stark, unknown_mother_targaryen)	0
parent(eddard_stark, Z6)	parent(eddard_stark, unknown_mother_martell)	0
parent(yara_greyjoy, Z3)	parent(yara_greyjoy, selyse_baratheon)	0
parent(rhaenys_targaryen, Z11)	parent(rhaenys_targaryen, robert_baratheon)	0
parent(maron_greyjoy, Z12)	parent(maron_greyjoy, ellaria_sand)	0
parent(viserys_targaryen, Z3)	parent(viserys_targaryen, unknown_mother_sand_1)	0
parent(gendry, Z4)	parent(gendry, ellaria_sand)	0
parent(daenerys_targaryen, Z3)	parent(daenerys_targaryen, unknown_father_greyjoy)	0
parent(theon_greyjoy, Z2)	parent(theon_greyjoy, balon_greyjoy)	0
parent(oberyn_martell, Z12)	parent(oberyn_martell, jaime_lannister)	0
parent(daeron_targaryen, Z3)	parent(daeron_targaryen, doran_martell)	0
parent(kevan_lannister, Z3)	parent(kevan_lannister, unknown_mother_stark)	0
parent(margaery_tyrell, Z4)	parent(margaery_tyrell, cassana_estermont)	0
parent(brandon_stark, Z12)	parent(brandon_stark, kevan_lannister)	0
parent(shireen_baratheon, Z2)	parent(shireen_baratheon, selyse_baratheon)	0
parent(oberyn_martell, Z12)	parent(oberyn_martell, aegon_v_targaryen)	0
parent(Y0, X0)	parent(unknown_mother_sand_1, ellaria_sand)	0
parent(daeron_targaryen, Z12)	parent(daeron_targaryen, alerie_hightower)	0
ancestor(duncan_targaryen, tommen_lannister)	ancestor(X, Y) :- parent(X, Y)	0
parent(oberyn_martell, Z4)	parent(oberyn_martell, catelyn_stark)	0
parent(aegon_targaryen, Z11)	parent(aegon_targaryen, aerys_targaryen)	0
parent(four_unknown_martells, Z4)	parent(four_unknown_martells, ellaria_sand)	0
ancestor(stannis_baratheon, cersei_lannister)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(doran_martell, cersei_lannister)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(benjen_stark, Z11)	parent(benjen_stark, tytos_lannister)	0
parent(sarella_sand, Z2)	parent(sarella_sand, tytos_lannister)	0
parent(brandon_stark, Z3)	parent(brandon_stark, cersei_lannister)	0
parent(Z1, Z2)	parent(Z1, unknown_mother_stark)	0
parent(robb_stark, Z4)	parent(robb_stark, elia_martell)	0
parent(arya_stark, Z2)	parent(arya_stark, alannys_harlaw)	0
parent(kevan_lannister, Z9)	parent(kevan_lannister, jaime_lannister)	0
ancestor(lancel_lannister, _EX0)	ancestor(X, Y) :- parent(X, Y)	0
parent(joffery_lannister, Z9)	parent(joffery_lannister, lewyn_martell)	0
parent(viserys_targaryen, Z11)	parent(viserys_targaryen, rhaella_targaryen)	0
parent(aegon_targaryen, Z11)	parent(aegon_targaryen, unknown_father_greyjoy)	0
ancestor(arya_stark, rickon_stark)	ancestor(X, Y) :- parent(X, Y)	0
parent(duncan_targaryen, Z4)	parent(duncan_targaryen, unknown_mother_sand_3)	0
parent(tywin_lannister, Z4)	parent(tywin_lannister, balon_greyjoy)	0
parent(renly_baratheon, tywin_lannister)	parent(renly_baratheon, tywin_lannister)	0
parent(gendry, Z3)	parent(gendry, oberyn_martell)	0
parent(myrcella_lannister, unknown_mother_martell)	parent(myrcella_lannister, unknown_mother_martell)	0
parent(cersei_lannister, Z2)	parent(cersei_lannister, oberyn_martell)	0
parent(stannis_baratheon, Z4)	parent(stannis_baratheon, unknown_mother_targaryen)	0
ancestor(eddard_stark, _EX4)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(rhaegar_targaryen, Z11)	parent(rhaegar_targaryen, robert_baratheon)	0
parent(tywin_lannister, Z3)	parent(tywin_lannister, kevan_lannister)	0
parent(jon_snow, Z3)	parent(jon_snow, rickard_stark)	0
